"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"market_by_tnved"@;@"fm"@;@"pl_2"@;@"coef_gotovnosti"@;@"pl_3"@;@"ilp"
"7307199000"@;@1 299 707@;@2@;@15 132@;@16 613@;@15 132@;@4 444@;@1 310 393@;@1 481@;@1 481@;@1@;@1 481@;@0,7
"5603929000"@;@478 833@;@153@;@245 359@;@346 352@;@241 975@;@5 671@;@718 368@;@100 993@;@100 993@;@0,6@;@60 595,8@;@0,52
"7210490001"@;@20 820 855@;@@;@@;@@;@@;@@;@20 820 855@;@@;@@;@0@;@@;@0,5
"4101201000"@;@@;@@;@651 319@;@709 776@;@472 588@;@50 035@;@472 588@;@58 457@;@@;@0,3@;@@;@
"8413708100"@;@28 292 536@;@192 151@;@1 387 325@;@1 508 807@;@1 190 716@;@873 792@;@28 613 918@;@121 482@;@121 482@;@1@;@121 482@;@0,7
"9405110039"@;@3 069 862@;@7 172@;@114 454@;@114 454@;@114 454@;@1 853@;@3 175 291@;@0@;@0@;@1@;@0@;@0,68
"6104199001"@;@@;@@;@1 355 836@;@1 414 598@;@1 319 170@;@191 956@;@1 319 170@;@58 762@;@@;@0,3@;@@;@
"8421192009"@;@997 403@;@3 550@;@@;@@;@@;@@;@997 403@;@@;@@;@0,3@;@@;@0,56
"6815910000"@;@@;@@;@26 070@;@26 070@;@26 070@;@@;@26 070@;@0@;@@;@0,3@;@@;@
"2835390000"@;@1 988 862@;@21 992@;@@;@@;@@;@@;@1 988 862@;@@;@@;@0,3@;@@;@0,56
"6104690001"@;@348 413@;@2 032 347@;@@;@@;@@;@@;@348 413@;@@;@@;@0,3@;@@;@0,56
"4814901000"@;@435 165@;@168@;@207 841@;@207 841@;@208 372@;@45 512@;@597 326@;@0@;@0@;@0,6@;@0@;@0,48
"9007200000"@;@27 114@;@@;@@;@@;@@;@@;@27 114@;@@;@@;@0@;@@;@0,5
"8708299007"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"3906901000"@;@511 009@;@@;@@;@@;@@;@@;@511 009@;@@;@@;@0,4@;@@;@0,58
"5208321900"@;@@;@1 524 409@;@3 731 073@;@3 756 711@;@2 879 910@;@1 339 842@;@2 391 231@;@25 638@;@@;@0,6@;@@;@
"2522200000"@;@340 113@;@657 672@;@965 124@;@965 381@;@624 362@;@340 839@;@964 398@;@257@;@257@;@1@;@257@;@0,38
"0805108000"@;@@;@255@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"5212159000"@;@@;@@;@1 865 860@;@1 865 860@;@1 798 896@;@101 972@;@1 798 896@;@0@;@@;@0,7@;@@;@
"8703603096"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"8413302002"@;@@;@@;@790@;@8 690@;@790@;@@;@790@;@7 900@;@@;@0,3@;@@;@
"3917229000"@;@9 651 328@;@487 333@;@8 792 109@;@12 045 377@;@11 142 403@;@3 393 944@;@14 562 160@;@3 253 268@;@3 253 268@;@1@;@3 253 268@;@0,63
"5502100000"@;@6 865 760@;@@;@@;@@;@@;@@;@6 865 760@;@@;@@;@0@;@@;@0,5
"0804300009"@;@1 785@;@432@;@@;@@;@@;@@;@1 785@;@@;@@;@0,3@;@@;@0,56
"9613200000"@;@297 200@;@25@;@@;@@;@@;@@;@297 200@;@@;@@;@0,3@;@@;@0,56
"8474390001"@;@53 341@;@@;@@;@@;@@;@@;@53 341@;@@;@@;@0@;@@;@0,5
"3808999000"@;@@;@@;@1 933 068@;@3 837 836@;@1 331 768@;@724 903@;@1 331 768@;@1 904 768@;@@;@0,3@;@@;@
"1604320090"@;@363 496@;@63@;@@;@@;@@;@@;@363 496@;@@;@@;@0,3@;@@;@0,56
"3004500005"@;@142 858@;@@;@@;@@;@@;@@;@142 858@;@@;@@;@0@;@@;@0,5
"9026204000"@;@439 898@;@32 667@;@@;@@;@@;@@;@439 898@;@@;@@;@0,7@;@@;@0,64
"4418219000"@;@181 958@;@3 339@;@9 535@;@9 535@;@1 975@;@7 560@;@180 594@;@0@;@0@;@1@;@0@;@0,7
"8423900001"@;@25 522@;@2 732@;@@;@@;@@;@@;@25 522@;@@;@@;@0,3@;@@;@0,56
"8439100002"@;@650@;@@;@@;@@;@@;@@;@650@;@@;@@;@0@;@@;@0,5
"0904220000"@;@244 750@;@3 735 505@;@@;@@;@@;@@;@244 750@;@@;@@;@0,3@;@@;@0,56
"0303670000"@;@6 753 251@;@@;@@;@@;@@;@@;@6 753 251@;@@;@@;@0@;@@;@0,5
"8531809500"@;@615 243@;@2 394@;@77 506@;@77 506@;@77 506@;@@;@690 355@;@0@;@0@;@0,6@;@0@;@0,57
"8538909900"@;@@;@@;@5 272 595@;@5 327 616@;@5 035 982@;@240 387@;@5 035 982@;@55 021@;@@;@0,3@;@@;@
"0102295100"@;@62 017@;@@;@@;@@;@@;@@;@62 017@;@@;@@;@0@;@@;@0,5
"2909301000"@;@15 187@;@@;@@;@@;@@;@@;@15 187@;@@;@@;@0@;@@;@0,5
"8704313200"@;@304 733@;@@;@3 371 418@;@3 730 438@;@3 252 758@;@118 660@;@3 557 491@;@359 020@;@304 733@;@0,3@;@91 419,9@;@0,46
"2710195109"@;@103 547@;@@;@@;@@;@@;@@;@103 547@;@@;@@;@0@;@@;@0,5
"7216339000"@;@22 796 018@;@@;@@;@@;@@;@@;@22 796 018@;@@;@@;@0@;@@;@0,5
"1108130000"@;@3 522 048@;@563 126@;@11 538@;@17 307@;@11 538@;@@;@2 970 460@;@5 769@;@5 769@;@0,6@;@3 461,4@;@0,71
"6402995000"@;@28 760@;@586 016@;@32 925@;@34 167@;@32 925@;@@;@61 685@;@1 242@;@1 242@;@0,6@;@745,2@;@0,37
"5515129000"@;@2 210 813@;@@;@1 339@;@1 339@;@1 339@;@@;@2 212 152@;@0@;@0@;@0,7@;@0@;@0,64
"2918210000"@;@7 627@;@@;@435 539@;@438 310@;@431 382@;@4 157@;@439 009@;@2 771@;@2 771@;@0,3@;@831,3@;@0,18
"7202930000"@;@@;@@;@790@;@790@;@790@;@@;@790@;@0@;@@;@0,3@;@@;@
"8546200000"@;@6 664 758@;@630 910@;@2 567 294@;@2 669 884@;@2 571 955@;@29 359@;@8 571 783@;@102 590@;@102 590@;@1@;@102 590@;@0,59
"8514208000"@;@362 387@;@@;@3 160@;@3 160@;@3 160@;@@;@365 547@;@0@;@0@;@0,3@;@0@;@0,56
"5804219000"@;@2 144 170@;@@;@3 540@;@4 425@;@3 540@;@@;@2 147 710@;@885@;@885@;@0,3@;@265,5@;@0,56
"1701131027"@;@71 615 277@;@@;@@;@@;@@;@@;@71 615 277@;@@;@@;@0@;@@;@0,5
"7318156200"@;@545 674@;@17@;@25 536@;@27 598@;@25 536@;@@;@571 193@;@2 062@;@2 062@;@0,6@;@1 237,2@;@0,6
"2106108000"@;@646 540@;@@;@259 907@;@259 907@;@78 533@;@181 375@;@725 072@;@0@;@0@;@0,3@;@0@;@0,51
"3910000009"@;@@;@@;@7 361@;@14 722@;@7 361@;@@;@7 361@;@7 361@;@@;@0,3@;@@;@
"7318155200"@;@1 299 123@;@1 026 362@;@22 002@;@27 373@;@21 449@;@553@;@294 210@;@5 371@;@5 371@;@0,6@;@3 222,6@;@2,33
"6302329000"@;@34 697@;@6 250 446@;@4 173 370@;@4 194 635@;@4 165 848@;@8 650@;@4 199 417@;@21 265@;@21 265@;@1@;@21 265@;@0,39
"902400000"@;@@;@@;@685 585@;@710 285@;@685 067@;@155 378@;@685 067@;@24 700@;@@;@0,3@;@@;@
"4707301000"@;@6 833@;@@;@14 736@;@14 736@;@14 736@;@@;@21 569@;@0@;@0@;@0,3@;@0@;@0,22
"3105209000"@;@993 330@;@16 927 660@;@23 827 394@;@39 571 386@;@19 805 506@;@4 818 498@;@20 002 226@;@15 743 992@;@993 330@;@1@;@993 330@;@4,98
"2002101000"@;@156 080@;@1 147@;@902 098@;@1 030 427@;@898 262@;@4 879@;@1 053 299@;@128 329@;@128 329@;@0,6@;@76 997,4@;@0,44
"3822190001"@;@9 982@;@@;@@;@@;@@;@@;@9 982@;@@;@@;@0@;@@;@0,5
"8443999000"@;@4 374 848@;@263 431@;@@;@@;@@;@@;@4 374 848@;@@;@@;@0,3@;@@;@0,56
"8502120000"@;@10 327 033@;@185 244@;@39 712@;@39 712@;@39 712@;@@;@10 181 501@;@0@;@0@;@0,6@;@0@;@0,63
"4411931000"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"7013375100"@;@5 336@;@@;@@;@@;@@;@@;@5 336@;@@;@@;@0@;@@;@0,5
"2009897108"@;@11 208@;@@;@@;@@;@@;@@;@11 208@;@@;@@;@0@;@@;@0,5
"0303120000"@;@20 394@;@@;@@;@@;@@;@@;@20 394@;@@;@@;@0@;@@;@0,5
"2909410000"@;@489 871@;@102@;@@;@@;@@;@@;@489 871@;@@;@@;@0,3@;@@;@0,56
"8467295300"@;@29 211@;@@;@@;@@;@@;@@;@29 211@;@@;@@;@0@;@@;@0,5
"7019710009"@;@691 595@;@61 063@;@@;@@;@@;@@;@691 595@;@@;@@;@0,3@;@@;@0,56
"3208209001"@;@330 496@;@144 784@;@180 368@;@190 078@;@178 790@;@1 579@;@364 501@;@9 710@;@9 710@;@1@;@9 710@;@0,66
"4301600070"@;@4 130@;@@;@@;@@;@@;@@;@4 130@;@@;@@;@0@;@@;@0,5
"2204214700"@;@6 520@;@@;@@;@@;@@;@@;@6 520@;@@;@@;@0@;@@;@0,5
"8303001000"@;@@;@@;@626 811@;@635 076@;@626 811@;@@;@626 811@;@8 265@;@@;@0,3@;@@;@
"1905906000"@;@17 153 692@;@4 992 818@;@165 364 923@;@172 378 339@;@151 021 700@;@16 314 671@;@166 203 944@;@7 013 416@;@7 013 416@;@0,6@;@4 208 049,6@;@0,29
"2917140000"@;@86 140@;@@;@@;@@;@@;@@;@86 140@;@@;@@;@0@;@@;@0,5
"2204212700"@;@23 891@;@@;@@;@@;@@;@@;@23 891@;@@;@@;@0@;@@;@0,5
"7902000000"@;@219 350@;@78 450@;@1 799 328@;@1 799 328@;@1 799 328@;@@;@2 018 678@;@0@;@0@;@0,6@;@0@;@0,17
"8443139000"@;@2 273 488@;@3 700@;@@;@@;@@;@@;@2 273 488@;@@;@@;@0,3@;@@;@0,56
"8207201000"@;@291 075@;@@;@52 781@;@52 781@;@52 781@;@@;@343 856@;@0@;@0@;@0,7@;@0@;@0,56
"2101129801"@;@1 444@;@@;@@;@@;@@;@@;@1 444@;@@;@@;@0@;@@;@0,5
"7007192000"@;@131 269@;@9 556@;@35 135@;@38 329@;@35 135@;@@;@156 848@;@3 194@;@3 194@;@0,6@;@1 916,4@;@0,55
"8536209007"@;@5 742 537@;@67 828@;@57 024@;@57 024@;@57 024@;@@;@5 731 733@;@0@;@0@;@1@;@0@;@0,7
"0704901006"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"8207191000"@;@5 592 221@;@562 913@;@495 887@;@517 341@;@495 887@;@@;@5 525 195@;@21 454@;@21 454@;@1@;@21 454@;@0,71
"7320202009"@;@341 056@;@2 991@;@1 350 924@;@1 350 924@;@1 151 219@;@75 051@;@1 616 929@;@0@;@0@;@0,6@;@0@;@0,23
"5401101800"@;@1 366 242@;@29 667@;@142 760@;@153 026@;@142 760@;@@;@1 479 335@;@10 266@;@10 266@;@0,6@;@6 159,6@;@0,58
"8413602000"@;@1 083 926@;@@;@@;@@;@@;@@;@1 083 926@;@@;@@;@0@;@@;@0,5
"8708809109"@;@25 418@;@2 235@;@@;@@;@@;@@;@25 418@;@@;@@;@0,3@;@@;@0,56
"1202420000"@;@24 600@;@10 207 854@;@1 288 795@;@1 994 663@;@1 228 898@;@62 766@;@1 250 629@;@705 868@;@24 600@;@0,6@;@14 760@;@8,74
"3801100000"@;@507 245@;@@;@90 724@;@90 724@;@90 724@;@@;@597 969@;@0@;@0@;@0,3@;@0@;@0,48
"5404909000"@;@1 888 473@;@246@;@@;@@;@@;@@;@1 888 473@;@@;@@;@0,3@;@@;@0,56
"8108905008"@;@626 833@;@@;@@;@@;@@;@@;@626 833@;@@;@@;@0@;@@;@0,5
"8477809100"@;@1 613 567@;@60 260@;@@;@@;@@;@@;@1 613 567@;@@;@@;@0,3@;@@;@0,56
"2710199800"@;@16 646 126@;@14 004 460@;@9 230 395@;@9 230 395@;@8 808 379@;@6 352 227@;@19 524 294@;@0@;@0@;@1@;@0@;@0,63
"8310000000"@;@786 095@;@10 419@;@8 505 818@;@8 685 194@;@8 502 299@;@911 742@;@8 380 171@;@179 376@;@179 376@;@1@;@179 376@;@0,32
"1806109000"@;@888@;@@;@@;@@;@@;@@;@888@;@@;@@;@0@;@@;@0,5
"8524190019"@;@835@;@@;@@;@@;@@;@@;@835@;@@;@@;@0@;@@;@0,5
"8504328000"@;@@;@@;@328 268@;@338 118@;@307 685@;@20 583@;@307 685@;@9 850@;@@;@0,3@;@@;@
"9006910000"@;@2 722@;@@;@@;@@;@@;@@;@2 722@;@@;@@;@0@;@@;@0,5
"4503900000"@;@13 577@;@@;@961 973@;@1 014 896@;@951 289@;@166 067@;@809 483@;@52 923@;@13 577@;@0,3@;@4 073,1@;@1,24
"9403208000"@;@20 969 349@;@1 145 066@;@6 813 565@;@7 308 796@;@6 716 808@;@487 793@;@26 150 055@;@495 231@;@495 231@;@1@;@495 231@;@0,61
"1704905500"@;@41 834@;@375@;@9 848@;@14 772@;@9 848@;@@;@51 307@;@4 924@;@4 924@;@0,6@;@2 954,4@;@0,56
"8468100000"@;@254 624@;@895@;@3 444@;@3 444@;@3 318@;@126@;@257 047@;@0@;@0@;@0,6@;@0@;@0,62
"2841903000"@;@75@;@@;@@;@@;@@;@@;@75@;@@;@@;@0@;@@;@0,5
"7205100000"@;@454 666@;@@;@36 499@;@49 751@;@36 499@;@@;@491 165@;@13 252@;@13 252@;@0,3@;@3 975,6@;@0,53
"9030400000"@;@654 290@;@@;@172 315@;@172 315@;@172 315@;@@;@826 605@;@0@;@0@;@0,3@;@0@;@0,46
"1205900009"@;@26 800@;@@;@@;@@;@@;@@;@26 800@;@@;@@;@0@;@@;@0,5
"2924190000"@;@926 527@;@5 705@;@@;@@;@@;@@;@926 527@;@@;@@;@0,3@;@@;@0,56
"709999000"@;@@;@@;@4 949 724@;@4 966 577@;@4 949 724@;@@;@4 949 724@;@16 853@;@@;@0,3@;@@;@
"8511100009"@;@5 660 217@;@297 689@;@@;@@;@@;@@;@5 660 217@;@@;@@;@0,3@;@@;@0,56
"5201001000"@;@@;@100 352@;@878 762 038@;@940 389 453@;@630 724 024@;@259 255 087@;@619 506 951@;@61 627 415@;@@;@0,6@;@@;@
"7225920000"@;@50 281 573@;@@;@@;@@;@@;@@;@50 281 573@;@@;@@;@0@;@@;@0,5
"2714100000"@;@@;@@;@44 288@;@44 288@;@44 288@;@@;@44 288@;@0@;@@;@0,7@;@@;@
"7311001900"@;@7 633 408@;@438 627@;@11 251 809@;@11 360 607@;@8 227 814@;@5 035 060@;@13 850 157@;@108 798@;@108 798@;@0,6@;@65 278,8@;@0,4
"6207991000"@;@242@;@3 542@;@35 351@;@7 723 682@;@35 351@;@@;@35 593@;@7 688 331@;@242@;@0,6@;@145,2@;@100
"7208908000"@;@7 248 630@;@@;@@;@@;@@;@@;@7 248 630@;@@;@@;@0@;@@;@0,5
"7225508000"@;@16 684 606@;@1 294@;@@;@@;@@;@@;@16 684 606@;@@;@@;@0,3@;@@;@0,56
"8113009000"@;@4 772@;@@;@@;@@;@@;@@;@4 772@;@@;@@;@0@;@@;@0,5
"7506100000"@;@6 583@;@280@;@@;@@;@@;@@;@6 583@;@@;@@;@0,3@;@@;@0,56
"5509320000"@;@4 935 885@;@580 171@;@6 688 996@;@6 688 996@;@6 663 032@;@1 554 640@;@10 070 241@;@0@;@0@;@1@;@0@;@0,45
"2007993100"@;@153 964@;@58 217@;@1 653@;@1 653@;@2 756@;@551@;@96 849@;@0@;@0@;@1@;@0@;@0,99
"4804315800"@;@1 552 045@;@@;@237@;@237@;@237@;@@;@1 552 282@;@0@;@0@;@0,3@;@0@;@0,56
"5206130002"@;@2 258@;@1 881 857@;@@;@@;@@;@@;@2 258@;@@;@@;@0,3@;@@;@0,56
"8414108100"@;@5 635@;@@;@845@;@845@;@845@;@@;@6 480@;@0@;@0@;@0,3@;@0@;@0,49
"8105200001"@;@1 332@;@@;@@;@@;@@;@@;@1 332@;@@;@@;@0@;@@;@0,5
"4819100000"@;@1 448 684@;@802 020@;@89 003 744@;@104 934 070@;@87 462 328@;@3 048 820@;@87 403 608@;@15 930 326@;@1 448 684@;@1@;@1 448 684@;@3,51
"3902200000"@;@304 918@;@1 235@;@2 716 076@;@4 929 358@;@2 716 076@;@@;@3 020 994@;@2 213 282@;@304 918@;@0,6@;@182 950,8@;@2,35
"4905100000"@;@@;@@;@46 787@;@46 787@;@46 392@;@439@;@46 392@;@0@;@@;@0,3@;@@;@
"0101291000"@;@2 309 157@;@@;@@;@@;@@;@@;@2 309 157@;@@;@@;@0@;@@;@0,5
"4403239800"@;@43 186@;@@;@@;@@;@@;@@;@43 186@;@@;@@;@0@;@@;@0,5
"2511200000"@;@@;@@;@7 810 802@;@7 813 081@;@3 939 732@;@38 711@;@3 939 732@;@2 279@;@@;@0,3@;@@;@
"8536301000"@;@@;@@;@1 749 650@;@1 749 650@;@1 749 650@;@@;@1 749 650@;@0@;@@;@0,3@;@@;@
"4810321000"@;@1 716 889@;@@;@363@;@363@;@363@;@@;@1 717 252@;@0@;@0@;@0,3@;@0@;@0,56
"8479899701"@;@178 918@;@3 744@;@@;@@;@@;@@;@178 918@;@@;@@;@0,3@;@@;@0,56
"8408203700"@;@1 301 752@;@100@;@@;@@;@@;@@;@1 301 752@;@@;@@;@0,3@;@@;@0,56
"8516710000"@;@6 543 582@;@88 269@;@3 211 404@;@3 235 638@;@2 855 491@;@514 641@;@9 152 076@;@24 234@;@24 234@;@0,6@;@14 540,4@;@0,48
"8204110000"@;@2 107 636@;@13 813@;@1 364 196@;@1 364 196@;@1 164 491@;@75 051@;@3 382 968@;@0@;@0@;@1@;@0@;@0,51
"8445400009"@;@5 697 507@;@@;@@;@@;@@;@@;@5 697 507@;@@;@@;@0@;@@;@0,5
"7320208908"@;@390 543@;@14 230@;@@;@@;@@;@@;@390 543@;@@;@@;@0,3@;@@;@0,56
"2008975900"@;@142 030@;@@;@@;@@;@@;@@;@142 030@;@@;@@;@0@;@@;@0,5
"8424300800"@;@3 625 457@;@58 282@;@39 815@;@39 815@;@39 815@;@@;@3 606 990@;@0@;@0@;@0,6@;@0@;@0,62
"8705300000"@;@@;@@;@3 246 112@;@3 246 112@;@3 246 112@;@@;@3 246 112@;@0@;@@;@0,3@;@@;@
"8413308002"@;@@;@@;@790@;@8 690@;@790@;@@;@790@;@7 900@;@@;@0,3@;@@;@
"8716398003"@;@1 635@;@54 453@;@@;@@;@@;@@;@1 635@;@@;@@;@0,3@;@@;@0,56
"8414208000"@;@280 091@;@6 552@;@514@;@514@;@395@;@119@;@273 934@;@0@;@0@;@0,6@;@0@;@0,63
"8479830000"@;@159 918@;@@;@@;@@;@@;@@;@159 918@;@@;@@;@0@;@@;@0,5
"8427201100"@;@1 891 225@;@21 329@;@@;@@;@@;@@;@1 891 225@;@@;@@;@0,3@;@@;@0,56
"8482911000"@;@609@;@@;@64 945@;@64 945@;@64 945@;@@;@65 554@;@0@;@0@;@0,3@;@0@;@0,06
"8445130001"@;@7 968 382@;@@;@@;@@;@@;@@;@7 968 382@;@@;@@;@0@;@@;@0,5
"4411139000"@;@46 376 067@;@470 772@;@203 530@;@205 804@;@203 530@;@2 127@;@46 106 698@;@2 274@;@2 274@;@1@;@2 274@;@0,7
"9032810000"@;@438 207@;@14 276@;@@;@@;@@;@@;@438 207@;@@;@@;@0,3@;@@;@0,56
"8427201902"@;@20 000@;@@;@@;@@;@@;@@;@20 000@;@@;@@;@0@;@@;@0,5
"8517140000"@;@7 256 236@;@7 304@;@@;@@;@@;@@;@7 256 236@;@@;@@;@0,3@;@@;@0,56
"8429401000"@;@12 779 332@;@321 634@;@3 535 326@;@3 535 326@;@3 941 767@;@116 716@;@15 876 308@;@0@;@0@;@0,6@;@0@;@0,52
"9025900003"@;@10 770@;@@;@@;@@;@@;@@;@10 770@;@@;@@;@0@;@@;@0,5
"210201000"@;@@;@@;@34 866@;@34 866@;@34 866@;@@;@34 866@;@0@;@@;@0,3@;@@;@
"8474200002"@;@3 937 621@;@460 853@;@@;@@;@@;@@;@3 937 621@;@@;@@;@0,3@;@@;@0,56
"0811205100"@;@3 871@;@@;@@;@@;@@;@@;@3 871@;@@;@@;@0@;@@;@0,5
"2922197000"@;@792 111@;@@;@@;@@;@@;@@;@792 111@;@@;@@;@0@;@@;@0,5
"6403190009"@;@@;@@;@99 392@;@108 710@;@114 891@;@@;@114 891@;@9 318@;@@;@0,3@;@@;@
"8549310001"@;@101@;@@;@@;@@;@@;@@;@101@;@@;@@;@0@;@@;@0,5
"2710194250"@;@88 620@;@325 658@;@9 293 552@;@9 913 122@;@4 148 563@;@5 144 769@;@4 237 403@;@619 570@;@88 620@;@0,6@;@53 172@;@2,23
"8708405001"@;@112 950 000@;@23 405@;@790@;@8 690@;@790@;@@;@112 927 385@;@7 900@;@7 900@;@0,6@;@4 740@;@0,62
"4901100000"@;@109 649@;@7 684@;@@;@@;@@;@@;@109 649@;@@;@@;@0,7@;@@;@0,64
"2920290000"@;@24 328@;@@;@@;@@;@@;@@;@24 328@;@@;@@;@0@;@@;@0,5
"2512000000"@;@822 698@;@20 590@;@119@;@119@;@@;@119@;@802 108@;@0@;@0@;@0,6@;@0@;@0,63
"3903300000"@;@13 718 094@;@179 825@;@@;@@;@@;@@;@13 718 094@;@@;@@;@0,7@;@@;@0,64
"4905900000"@;@28 490@;@11 347@;@4 959@;@6 199@;@4 959@;@@;@22 102@;@1 240@;@1 240@;@0,6@;@744@;@0,78
"3002490001"@;@34 254 364@;@@;@@;@@;@@;@@;@34 254 364@;@@;@@;@0,4@;@@;@0,58
"2204212200"@;@6 712@;@@;@@;@@;@@;@@;@6 712@;@@;@@;@0@;@@;@0,5
"8436910000"@;@199 321@;@60 808@;@617 216@;@764 560@;@615 066@;@82 258@;@734 279@;@147 344@;@147 344@;@0,6@;@88 406,4@;@0,48
"8414302009"@;@5 190 372@;@12 440@;@1 126@;@1 126@;@1 126@;@@;@5 179 058@;@0@;@0@;@0,6@;@0@;@0,62
"9405410019"@;@607 364@;@2 194@;@58 526@;@58 526@;@58 526@;@@;@663 696@;@0@;@0@;@0,6@;@0@;@0,58
"1901901100"@;@@;@@;@2 544 986@;@2 544 986@;@2 549 680@;@177 583@;@2 549 680@;@0@;@@;@0,3@;@@;@
"8207703100"@;@112 253@;@@;@@;@@;@@;@@;@112 253@;@@;@@;@0,4@;@@;@0,58
"8421990007"@;@21 480 280@;@304 007@;@149 864@;@149 864@;@149 864@;@@;@21 326 137@;@0@;@0@;@1@;@0@;@0,7
"5801260000"@;@@;@@;@5 267@;@5 267@;@5 267@;@@;@5 267@;@0@;@@;@0,3@;@@;@
"6104320000"@;@318 936@;@541 162@;@1 070 332@;@1 070 332@;@1 143 254@;@4 856@;@1 384 412@;@0@;@0@;@1@;@0@;@0,32
"6404191000"@;@220 333@;@2 482@;@3 473 644@;@3 846 127@;@3 565 735@;@2 425 321@;@1 268 656@;@372 483@;@220 333@;@0,6@;@132 199,8@;@0,71
"6506108000"@;@144 000@;@310@;@268 060@;@273 372@;@59 808@;@208 252@;@203 808@;@5 312@;@5 312@;@1@;@5 312@;@0,56
"8525811100"@;@27 000@;@56 209@;@@;@@;@@;@@;@27 000@;@@;@@;@0,3@;@@;@0,56
"9405420033"@;@889 208@;@98 417@;@4 058@;@4 058@;@4 058@;@@;@794 849@;@0@;@0@;@1@;@0@;@0,76
"8504229000"@;@22 892 440@;@17 769 246@;@23 233 318@;@23 289 376@;@20 462 259@;@5 446 908@;@40 678 850@;@56 058@;@56 058@;@1@;@56 058@;@0,48
"6704200000"@;@@;@434 380@;@474 868@;@474 868@;@474 868@;@6 973@;@467 895@;@0@;@@;@0,6@;@@;@
"7013990000"@;@536 574@;@406 463@;@214 926@;@214 926@;@214 858@;@476 821@;@274 679@;@0@;@0@;@0,6@;@0@;@1,1
"0303149000"@;@@;@439 140@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"7013420000"@;@55 436@;@@;@@;@@;@@;@@;@55 436@;@@;@@;@0@;@@;@0,5
"0910919000"@;@26 637@;@819@;@@;@@;@@;@@;@26 637@;@@;@@;@0,3@;@@;@0,56
"7314421000"@;@@;@@;@790@;@790@;@790@;@@;@790@;@0@;@@;@0,3@;@@;@
"7003121000"@;@@;@@;@677 647@;@712 482@;@480 144@;@197 504@;@480 144@;@34 835@;@@;@0,3@;@@;@
"206210000"@;@@;@@;@7 981@;@7 981@;@7 981@;@@;@7 981@;@0@;@@;@0,3@;@@;@
"8462240009"@;@677 502@;@@;@@;@@;@@;@@;@677 502@;@@;@@;@0,4@;@@;@0,58
"6201300000"@;@595 888@;@252 361@;@53 286@;@53 286@;@52 101@;@1 185@;@395 628@;@0@;@0@;@1@;@0@;@0,95
"1905905500"@;@6 534 844@;@835 490@;@2 500 712@;@2 785 133@;@2 500 712@;@276 838@;@7 923 228@;@284 421@;@284 421@;@0,6@;@170 652,6@;@0,55
"4801000000"@;@4 355 959@;@44 299@;@1 901 878@;@2 287 306@;@1 886 271@;@96 320@;@6 117 218@;@385 428@;@385 428@;@0,6@;@231 256,8@;@0,5
"8416109000"@;@40 105@;@@;@@;@@;@@;@@;@40 105@;@@;@@;@0@;@@;@0,5
"4802100000"@;@1 112@;@@;@979 811@;@1 010 654@;@965 890@;@6 257@;@974 666@;@30 843@;@1 112@;@0,3@;@333,6@;@8,38
"8480790000"@;@5 982 378@;@21 339@;@125@;@125@;@125@;@@;@5 961 164@;@0@;@0@;@0,6@;@0@;@0,62
"3215110000"@;@1 402 813@;@341 999@;@9 253 076@;@9 852 741@;@8 107 079@;@1 139 295@;@9 516 594@;@599 665@;@599 665@;@0,6@;@359 799@;@0,32
"6809110000"@;@47 779@;@19 131 901@;@83 580 590@;@84 481 621@;@68 027 950@;@9 968 846@;@73 659 523@;@901 031@;@47 779@;@1@;@47 779@;@5,86
"4703190000"@;@57 618@;@@;@@;@@;@@;@@;@57 618@;@@;@@;@0@;@@;@0,5
"8506501000"@;@2 131 310@;@@;@@;@@;@@;@@;@2 131 310@;@@;@@;@0@;@@;@0,5
"9403309100"@;@754 540@;@42 558@;@7 428 236@;@10 213 598@;@7 295 974@;@181 835@;@8 000 941@;@2 785 362@;@754 540@;@1@;@754 540@;@1,35
"4407979009"@;@1 725@;@@;@@;@@;@@;@@;@1 725@;@@;@@;@0,4@;@@;@0,58
"8481805100"@;@649 545@;@92 897@;@716 030@;@716 030@;@715 636@;@35 860@;@1 329 715@;@0@;@0@;@0,6@;@0@;@0,36
"5801230000"@;@@;@46 727@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"8544492000"@;@5 787 877@;@253 223@;@7 312 719@;@8 104 681@;@7 212 968@;@204 643@;@12 895 953@;@791 962@;@791 962@;@1@;@791 962@;@0,47
"1209259000"@;@8 311@;@12 735@;@@;@@;@@;@@;@8 311@;@@;@@;@0,3@;@@;@0,56
"8539520002"@;@130 807@;@@;@4 334@;@4 334@;@4 334@;@@;@135 141@;@0@;@0@;@0,3@;@0@;@0,54
"8202400000"@;@236 522@;@@;@@;@@;@@;@@;@236 522@;@@;@@;@0@;@@;@0,5
