"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"certificates_count"@;@"avg_localization_rate"@;@"market"@;@"iz"@;@"rp"@;@"hhi"@;@"ci"@;@"manufacturers_count"@;@"pr"@;@"capacity_utilization"@;@"mp"@;@"st"@;@"iri"
"8481808508"@;@5 727 097@;@505@;@120 311@;@120 311@;@119 917@;@74 968@;@25@;@90,84@;@5 771 935@;@97,94@;@97,92@;@2 459,1342@;@24,59@;@3@;@100@;@100@;@0@;@0@;@72,46
"8481808509"@;@@;@@;@641 123@;@644 092@;@614 779@;@26 344@;@@;@@;@614 779@;@@;@-4,29@;@@;@0@;@5@;@70@;@99,54@;@0,46@;@50@;@8,642
"8481808700"@;@310 463@;@1 138@;@81 635@;@321 445@;@116 962@;@394@;@14@;@75,69@;@390 566@;@79,18@;@79,1@;@1 979,3221@;@19,79@;@5@;@70@;@25,4@;@74,6@;@0@;@64,992
"8481809901"@;@@;@@;@1 969@;@1 969@;@1 575@;@394@;@@;@@;@1 575@;@@;@-25,02@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@7,496
"8481809902"@;@1 101@;@@;@1 993@;@1 993@;@1 599@;@394@;@@;@@;@2 700@;@35,59@;@26,19@;@10 000@;@100@;@2@;@100@;@100@;@0@;@50@;@46,974
"8481809903"@;@3 790@;@@;@8 262@;@8 262@;@7 868@;@394@;@@;@@;@11 658@;@31,45@;@29,13@;@6 815,6338@;@68,16@;@3@;@100@;@100@;@0@;@50@;@41,106
"8481809907"@;@25 805 756@;@31 242@;@1 641 478@;@1 647 479@;@1 441 379@;@141 056@;@@;@@;@27 274 936@;@94,02@;@93,98@;@2 680,4341@;@26,8@;@4@;@70@;@99,64@;@0,36@;@50@;@69,904
"8481809909"@;@@;@@;@48 738@;@48 738@;@48 344@;@394@;@@;@@;@48 344@;@@;@-0,81@;@@;@0@;@2@;@100@;@100@;@0@;@50@;@12,338
"8481900000"@;@19 974 896@;@163 848@;@890 659@;@890 659@;@786 493@;@104 166@;@1@;@31,1@;@20 597 541@;@95,73@;@95,68@;@1 770,7815@;@17,71@;@4@;@70@;@100@;@0@;@0@;@67,128
"8482101001"@;@9 356@;@@;@129 125@;@161 406@;@129 125@;@@;@@;@@;@138 481@;@6,76@;@6,76@;@4 387,1@;@43,87@;@1@;@100@;@80@;@20@;@50@;@25,156
"8482101009"@;@515 873@;@96@;@5 134 316@;@5 331 023@;@3 243 980@;@1 790 707@;@4@;@54,25@;@3 859 482@;@9,13@;@-33,03@;@2 020,5239@;@20,21@;@5@;@70@;@96,31@;@3,69@;@0@;@7,446
"8482109004"@;@@;@@;@1 442 185@;@1 442 185@;@1 242 480@;@75 051@;@@;@@;@1 242 480@;@@;@-16,07@;@@;@0@;@3@;@100@;@100@;@0@;@50@;@9,286
"8482109008"@;@13 293 555@;@68 394@;@5 660 022@;@6 037 368@;@4 190 776@;@1 951 022@;@743@;@39,7@;@16 934 161@;@70,14@;@66,58@;@2 193,1665@;@21,93@;@10@;@70@;@93,75@;@6,25@;@0@;@52,272
"8482200001"@;@6 761 634@;@154 882@;@1 962 885@;@2 166 668@;@1 458 986@;@505 609@;@@;@@;@8 064 028@;@77,5@;@75,66@;@8 866,6014@;@88,67@;@2@;@100@;@90,59@;@9,41@;@50@;@72,832
"8482200009"@;@1 786 850@;@1 945 192@;@3 667 545@;@4 025 172@;@2 954 331@;@593 382@;@263@;@34,95@;@4 861 013@;@32,76@;@24,55@;@2 865,313@;@28,65@;@7@;@70@;@91,12@;@8,88@;@0@;@30,214
"8482300001"@;@82@;@@;@1 960 815@;@2 154 483@;@1 455 206@;@505 609@;@@;@@;@1 455 288@;@0@;@-34,74@;@10 000@;@100@;@2@;@100@;@91,01@;@8,99@;@50@;@21,452
"8482300009"@;@1 835 703@;@26 694@;@5 971 718@;@6 329 570@;@4 290 736@;@2 312 158@;@196@;@41,41@;@5 495 263@;@23,51@;@-8,67@;@2 423,4796@;@24,23@;@7@;@70@;@94,35@;@5,65@;@0@;@18,87
"8482400001"@;@719@;@@;@1 350 924@;@1 350 924@;@1 151 219@;@75 051@;@@;@@;@1 276 592@;@0,05@;@-5,82@;@9 354,3112@;@93,54@;@1@;@100@;@100@;@0@;@50@;@25,356
"8482400009"@;@367 330@;@1 600 628@;@3 467 051@;@3 667 011@;@2 738 036@;@620 161@;@1@;@31,36@;@3 214 220@;@9,58@;@-7,87@;@1 792,5227@;@17,93@;@4@;@70@;@94,55@;@5,45@;@0@;@12,458
"8482500009"@;@3 702 342@;@652 231@;@2 342 467@;@2 689 391@;@1 805 257@;@537 210@;@269@;@34,76@;@4 855 368@;@61,25@;@51,76@;@2 600,8275@;@26,01@;@5@;@70@;@87,1@;@12,9@;@0@;@47,052
"8482800001"@;@206 337@;@@;@59 833@;@61 597@;@57 546@;@2 287@;@@;@@;@263 883@;@77,52@;@77,33@;@9 944,1418@;@99,44@;@2@;@100@;@97,14@;@2,86@;@50@;@74,174
"8482800009"@;@2 374 355@;@80 337@;@1 981 216@;@2 177 929@;@1 467 707@;@513 509@;@2@;@27,5@;@3 761 725@;@54,51@;@47,33@;@1 460,0436@;@14,6@;@2@;@100@;@90,97@;@9,03@;@0@;@44,37
"8482911000"@;@609@;@@;@64 945@;@64 945@;@64 945@;@@;@@;@@;@65 554@;@0,93@;@0,93@;@9 740,7474@;@97,41@;@2@;@100@;@100@;@0@;@50@;@27,658
"8482919000"@;@145 561@;@742 391@;@2 528@;@2 528@;@2 528@;@@;@@;@@;@148 089@;@98,29@;@98,29@;@4 769,7303@;@47,7@;@1@;@100@;@100@;@0@;@50@;@78,674
"8482990000"@;@3 456 555@;@95 261@;@2 528@;@5 056@;@2 528@;@@;@@;@@;@3 363 822@;@99,93@;@99,92@;@6 837,0547@;@68,37@;@1@;@100@;@50@;@50@;@50@;@87,756
"8483102101"@;@7 399 886@;@@;@15 601@;@16 240@;@15 601@;@3 418@;@@;@@;@7 412 069@;@99,79@;@99,79@;@5 757,5514@;@57,58@;@8@;@70@;@96,07@;@3,93@;@50@;@78,374
"8483102102"@;@@;@@;@4 029@;@4 772@;@4 029@;@@;@@;@@;@4 029@;@@;@0@;@@;@0@;@2@;@100@;@84,43@;@15,57@;@50@;@14,1
"8483102108"@;@4 182 940@;@15 946@;@1 406 848@;@1 407 824@;@1 206 864@;@75 330@;@3@;@75,55@;@5 498 512@;@74,83@;@74,41@;@1 673,4261@;@16,73@;@10@;@70@;@99,93@;@0,07@;@0@;@54,314
"8483102501"@;@799@;@@;@4 736@;@5 083@;@4 736@;@@;@@;@@;@5 535@;@14,44@;@14,44@;@10 000@;@100@;@4@;@70@;@93,17@;@6,83@;@50@;@33,864
"8483102509"@;@1 212 522@;@11 895@;@11 746@;@12 133@;@11 746@;@@;@@;@@;@1 212 373@;@99,04@;@99,03@;@3 269,5844@;@32,7@;@4@;@70@;@96,81@;@3,19@;@50@;@74,122
"8483102901"@;@6 848 625@;@@;@10 270@;@10 617@;@10 270@;@@;@@;@@;@6 858 895@;@99,85@;@99,85@;@9 998,0002@;@99,98@;@2@;@100@;@96,73@;@3,27@;@50@;@87,71
"8483102909"@;@2 187 139@;@30 196@;@176 535@;@176 882@;@175 142@;@1 393@;@1@;@42,69@;@2 332 085@;@92,53@;@92,43@;@2 125,8982@;@21,26@;@12@;@40@;@99,8@;@0,2@;@0@;@62,698
"8483105000"@;@341 754@;@51 615@;@116 881@;@117 232@;@116 881@;@@;@@;@@;@407 020@;@74,52@;@71,28@;@1 647,9374@;@16,48@;@8@;@70@;@99,7@;@0,3@;@50@;@56,064
"8483109500"@;@16 849 606@;@495 893@;@1 960 141@;@1 964 897@;@1 746 659@;@288 842@;@7@;@60,07@;@18 025 012@;@89,58@;@89,13@;@1 780,6757@;@17,81@;@25@;@10@;@99,76@;@0,24@;@0@;@57,358
"8483200000"@;@851 163@;@2 016@;@58 599@;@60 501@;@58 599@;@@;@1@;@22,66@;@907 746@;@93,56@;@93,54@;@2 649,362@;@26,49@;@5@;@70@;@96,86@;@3,14@;@0@;@67,432
"8483201000"@;@@;@@;@790@;@790@;@790@;@@;@@;@@;@790@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"8483209000"@;@@;@@;@790@;@790@;@790@;@@;@@;@@;@790@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"8483303201"@;@1 920@;@@;@2 460@;@2 460@;@2 460@;@@;@@;@@;@4 380@;@43,84@;@43,84@;@6 311,1723@;@63,11@;@2@;@100@;@100@;@0@;@50@;@48,304
"8483303209"@;@540 010@;@1 358@;@2 179 480@;@2 203 289@;@1 979 775@;@75 051@;@3@;@34,25@;@2 644 439@;@19,86@;@17,58@;@1 400,3969@;@14@;@10@;@70@;@98,92@;@1,08@;@0@;@20,66
"8483303801"@;@@;@@;@790@;@790@;@790@;@@;@@;@@;@790@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"8483303809"@;@999 297@;@2 238@;@31 332@;@32 050@;@31 219@;@113@;@4@;@56,31@;@1 028 278@;@96,96@;@96,95@;@4 958,5792@;@49,59@;@12@;@40@;@97,76@;@2,24@;@0@;@69,774
"8483308001"@;@1 343 422@;@@;@87 762@;@95 662@;@87 762@;@@;@@;@@;@1 431 184@;@93,87@;@93,87@;@4 657,6815@;@46,58@;@4@;@70@;@91,74@;@8,26@;@50@;@73,622
"8483308002"@;@@;@@;@790@;@790@;@790@;@@;@@;@@;@790@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"8483308003"@;@2 759@;@@;@1 357 149@;@1 357 939@;@1 157 444@;@75 051@;@@;@@;@1 284 857@;@0,2@;@-5,63@;@10 000@;@100@;@3@;@100@;@99,94@;@0,06@;@50@;@26,454
"8483308007"@;@9 210 270@;@140 332@;@1 517 897@;@1 535 292@;@1 317 639@;@75 604@;@6@;@26,5@;@10 512 231@;@85,85@;@85,56@;@1 582,5031@;@15,83@;@13@;@40@;@98,87@;@1,13@;@0@;@57,952
"8483308008"@;@@;@@;@2 378@;@3 176@;@2 378@;@@;@@;@@;@2 378@;@@;@0@;@@;@0@;@3@;@100@;@74,87@;@25,13@;@50@;@15
"8483402100"@;@1 716 860@;@@;@3 267 406@;@3 413 298@;@3 065 203@;@81 624@;@1@;@90,1@;@4 902 642@;@34,45@;@33,35@;@2 667,7247@;@26,68@;@23@;@10@;@95,73@;@4,27@;@0@;@25,85
"8483402300"@;@1 031 053@;@88 209@;@5 229 896@;@5 826 212@;@5 028 596@;@76 646@;@1@;@31@;@6 184 303@;@16,47@;@15,43@;@2 910,1615@;@29,1@;@17@;@40@;@89,76@;@10,24@;@0@;@19,074
"8483402500"@;@341 768@;@8 544@;@8 954 928@;@9 240 283@;@8 706 240@;@248 688@;@@;@@;@9 048 008@;@3,68@;@1,03@;@1 229,8886@;@12,3@;@15@;@40@;@96,91@;@3,09@;@50@;@10,278
"8483402900"@;@7 582 647@;@11 114@;@5 062 464@;@5 064 658@;@4 861 129@;@76 681@;@1@;@31@;@12 557 316@;@59,97@;@59,69@;@2 395,5402@;@23,96@;@24@;@10@;@99,96@;@0,04@;@0@;@40,526
"8483403000"@;@252 579@;@@;@5 731@;@6 774@;@5 731@;@@;@@;@@;@258 310@;@97,78@;@97,78@;@4 499,0279@;@44,99@;@4@;@70@;@84,6@;@15,4@;@50@;@76,368
"8483405101"@;@@;@@;@10 270@;@11 060@;@10 270@;@@;@@;@@;@10 270@;@@;@0@;@@;@0@;@2@;@100@;@92,86@;@7,14@;@50@;@13,2
"8483405109"@;@3 570 735@;@19 482@;@145 662@;@146 452@;@140 656@;@5 006@;@4@;@40,03@;@3 691 909@;@96,08@;@96,05@;@2 512,7691@;@25,13@;@9@;@70@;@99,46@;@0,54@;@0@;@68,542
"8483405900"@;@918 180@;@9 116@;@24 163@;@25 153@;@22 954@;@1 209@;@@;@@;@932 018@;@97,44@;@97,41@;@1 816,4911@;@18,16@;@5@;@70@;@96,06@;@3,94@;@50@;@71,058
"8483409000"@;@7 761 036@;@654 461@;@1 432 492@;@1 451 715@;@1 232 787@;@75 051@;@@;@@;@8 464 016@;@84,42@;@83,08@;@2 193,469@;@21,93@;@10@;@70@;@98,68@;@1,32@;@50@;@63,284
"8483502000"@;@1 426 394@;@34 709@;@1 376 896@;@1 377 176@;@1 177 191@;@75 051@;@@;@@;@2 693 530@;@50,88@;@48,88@;@4 227,181@;@42,27@;@7@;@70@;@99,98@;@0,02@;@50@;@45,928
"8483508000"@;@8 277 789@;@38 057@;@316 177@;@316 457@;@316 177@;@@;@@;@@;@8 555 909@;@96,32@;@96,3@;@2 955,0582@;@29,55@;@11@;@40@;@99,91@;@0,09@;@50@;@68,688
"8483602000"@;@336 148@;@29 335@;@2 487 373@;@2 493 012@;@1 497 653@;@865 065@;@@;@@;@1 958 456@;@11,91@;@-27,01@;@1 737,2443@;@17,37@;@20@;@40@;@99,77@;@0,23@;@50@;@8,462
"8483608000"@;@3 164 970@;@175 112@;@2 189 162@;@2 189 322@;@1 989 349@;@76 147@;@8@;@70,87@;@5 102 873@;@59,11@;@57,1@;@1 869,3912@;@18,69@;@21@;@10@;@99,99@;@0,01@;@0@;@38,864
"8483902000"@;@@;@@;@72 756@;@90 333@;@72 756@;@@;@@;@@;@72 756@;@@;@0@;@@;@0@;@5@;@70@;@80,54@;@19,46@;@50@;@11,4
"8483902001"@;@10 227@;@@;@13 283@;@13 283@;@13 283@;@@;@@;@@;@23 510@;@43,5@;@43,5@;@5 013,2098@;@50,13@;@1@;@100@;@100@;@0@;@50@;@46,1
"8483902009"@;@164 088@;@272@;@206 910@;@206 910@;@206 910@;@@;@@;@@;@370 998@;@44,23@;@44,23@;@1 594,5152@;@15,95@;@1@;@100@;@100@;@0@;@50@;@41,438
"8483908100"@;@2 191 890@;@13 042@;@1 462 744@;@1 462 744@;@1 266 255@;@78 012@;@@;@@;@3 563 580@;@59,98@;@58,95@;@3 385,0247@;@33,85@;@6@;@70@;@100@;@0@;@50@;@50,382
"8483908901"@;@4 378 559@;@@;@1 704 881@;@1 761 887@;@1 391 164@;@189 063@;@@;@@;@5 894 377@;@71,98@;@71,08@;@5 101,2843@;@51,01@;@7@;@70@;@96,76@;@3,24@;@50@;@60,508
"8483908909"@;@12 684 376@;@232 063@;@6 657 656@;@6 709 051@;@5 638 249@;@911 015@;@45@;@57,64@;@18 198 954@;@65,58@;@63,42@;@1 294,3478@;@12,94@;@16@;@40@;@99,23@;@0,77@;@0@;@44,916
"8484100000"@;@@;@@;@277 988@;@278 120@;@37 484@;@239 978@;@@;@@;@37 484@;@@;@-641,62@;@@;@0@;@3@;@100@;@99,95@;@0,05@;@50@;@-115,824
"8484100009"@;@3 904 206@;@27 445@;@15 655@;@17 771@;@15 655@;@@;@8@;@50,61@;@3 892 416@;@99,6@;@99,6@;@1 953,8029@;@19,54@;@3@;@100@;@88,09@;@11,91@;@0@;@73,86
"8484200000"@;@7 394 084@;@13 671@;@95 723@;@102 353@;@95 723@;@@;@1@;@64@;@7 476 136@;@98,72@;@98,72@;@1 251,1457@;@12,51@;@7@;@70@;@93,52@;@6,48@;@0@;@68,732
"8484900000"@;@12 546 700@;@137 315@;@7 152@;@7 152@;@7 152@;@@;@@;@@;@12 416 537@;@99,94@;@99,94@;@925,3035@;@9,25@;@1@;@100@;@100@;@0@;@50@;@73,864
"8485100000"@;@267 552@;@@;@5 530@;@5 530@;@5 530@;@@;@@;@@;@273 082@;@97,97@;@97,97@;@9 263,3378@;@92,63@;@1@;@100@;@100@;@0@;@50@;@85,182
"8485200000"@;@151 092@;@@;@85 228@;@158 683@;@85 228@;@15 917@;@@;@@;@220 403@;@63,94@;@61,33@;@4 772,281@;@47,72@;@1@;@100@;@53,71@;@46,29@;@50@;@62,142
"8487101000"@;@@;@@;@4 594@;@100 895@;@3 981@;@614@;@@;@@;@3 981@;@@;@-15,4@;@@;@0@;@2@;@100@;@4,55@;@95,45@;@50@;@18,92
"8487901000"@;@@;@@;@39 633@;@39 633@;@39 633@;@@;@@;@@;@39 633@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"8487903000"@;@@;@@;@1 158 155@;@1 158 155@;@1 158 155@;@@;@@;@@;@1 158 155@;@@;@0@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@12,5
"8487905900"@;@424 833@;@7 085@;@17 308@;@17 308@;@17 308@;@@;@@;@@;@435 056@;@96,09@;@96,02@;@3 140,3842@;@31,4@;@1@;@100@;@100@;@0@;@50@;@74,84
"8487909000"@;@841 883@;@30 958@;@4 385@;@4 385@;@4 385@;@@;@@;@@;@815 310@;@99,48@;@99,46@;@1 138,3536@;@11,38@;@1@;@100@;@100@;@0@;@50@;@73,884
"8501101000"@;@8 682 080@;@317 774@;@26 150 534@;@26 786 804@;@26 150 534@;@2 519 553@;@@;@@;@32 313 061@;@24,93@;@19,07@;@6 462,9362@;@64,63@;@7@;@70@;@97,62@;@2,38@;@50@;@33,186
"8501109100"@;@378 998@;@239@;@4 222@;@4 222@;@3 968@;@255@;@@;@@;@382 726@;@98,9@;@98,9@;@2 825,9349@;@28,26@;@2@;@100@;@100@;@0@;@50@;@76,04
"8501109300"@;@4 072 391@;@8 904@;@16 807@;@16 807@;@14 933@;@1 874@;@@;@@;@4 078 420@;@99,59@;@99,59@;@7 646,46@;@76,46@;@2@;@100@;@100@;@0@;@50@;@83,754
"8501109900"@;@7 059 624@;@16 602@;@17 822@;@17 822@;@17 485@;@338@;@@;@@;@7 060 506@;@99,75@;@99,75@;@4 374,111@;@43,74@;@3@;@100@;@100@;@0@;@50@;@78,95
"8501200001"@;@4 531@;@@;@17 071@;@34 701@;@11 327@;@5 744@;@@;@@;@15 858@;@20,97@;@-7,65@;@8 763,6488@;@87,64@;@3@;@100@;@49,19@;@50,81@;@50@;@37,558
"8501200009"@;@769 980@;@2 489@;@502 139@;@503 099@;@499 852@;@2 288@;@@;@@;@1 267 342@;@60,53@;@60,38@;@6 432,5027@;@64,33@;@4@;@70@;@99,81@;@0,19@;@50@;@55,388
"8501310000"@;@11 579 200@;@6 090@;@31 446@;@31 446@;@31 446@;@@;@@;@@;@11 604 556@;@99,73@;@99,73@;@4 192,9461@;@41,93@;@3@;@100@;@100@;@0@;@50@;@78,638
"8501320001"@;@677@;@291@;@7 575@;@7 575@;@7 575@;@@;@@;@@;@8 252@;@8,2@;@8,2@;@10 000@;@100@;@1@;@100@;@100@;@0@;@50@;@32,42
"8501320002"@;@186 699@;@@;@11 245@;@11 245@;@10 991@;@255@;@5@;@55,69@;@197 689@;@94,32@;@94,31@;@6 998,4003@;@69,98@;@3@;@100@;@100@;@0@;@0@;@77,09
"8501320008"@;@1 274 011@;@1 183@;@733 133@;@1 033 681@;@733 133@;@@;@4@;@74,54@;@2 005 961@;@63,47@;@63,45@;@3 053,522@;@30,54@;@2@;@100@;@70,92@;@29,08@;@0@;@55,578
"8501320009"@;@@;@@;@41 198@;@41 198@;@41 198@;@@;@5@;@51,18@;@41 198@;@@;@0@;@@;@0@;@2@;@100@;@100@;@0@;@0@;@10
"8501330001"@;@@;@@;@20 161@;@21 824@;@20 161@;@@;@@;@@;@20 161@;@@;@0@;@@;@0@;@3@;@100@;@92,38@;@7,62@;@50@;@13,3
"8501330002"@;@@;@@;@509@;@509@;@255@;@255@;@@;@@;@255@;@@;@-99,61@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@-7,422
"8501330003"@;@@;@@;@509@;@509@;@255@;@255@;@@;@@;@255@;@@;@-99,61@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@-7,422
"8501330005"@;@1 082 302@;@@;@485 859@;@660 921@;@485 859@;@@;@3@;@76,13@;@1 568 161@;@69,02@;@69,02@;@9 406,7272@;@94,07@;@2@;@100@;@73,51@;@26,49@;@0@;@68,112
"8501330008"@;@993 273@;@@;@516 298@;@921 011@;@516 298@;@@;@6@;@70,2@;@1 509 571@;@65,8@;@65,8@;@7 253,8819@;@72,54@;@2@;@100@;@56,06@;@43,94@;@0@;@64,78
"8501330009"@;@@;@@;@231 372@;@425 669@;@231 372@;@17 630@;@@;@@;@231 372@;@@;@0@;@@;@0@;@3@;@100@;@54,35@;@45,65@;@50@;@17,1
"8501340000"@;@5 037 957@;@@;@493 779@;@890 028@;@493 525@;@255@;@1@;@83,08@;@5 531 481@;@91,07@;@91,07@;@3 895,7642@;@38,96@;@4@;@70@;@55,48@;@44,52@;@0@;@71,942
"8501402001"@;@17 343@;@@;@13 035@;@14 038@;@13 035@;@@;@@;@@;@30 378@;@57,09@;@57,09@;@7 474,9024@;@74,75@;@1@;@100@;@92,86@;@7,14@;@50@;@58,654
"8501402002"@;@@;@@;@509@;@509@;@255@;@255@;@@;@@;@255@;@@;@-99,61@;@@;@0@;@1@;@100@;@100@;@0@;@50@;@-7,422
"8501402004"@;@10@;@@;@35 835@;@35 835@;@35 835@;@@;@@;@@;@35 845@;@0,03@;@0,03@;@10 000@;@100@;@1@;@100@;@100@;@0@;@50@;@27,518
"8501402009"@;@12 059 580@;@11 399@;@64 532@;@64 532@;@64 278@;@255@;@@;@@;@12 112 458@;@99,47@;@99,47@;@8 525,1615@;@85,25@;@3@;@100@;@100@;@0@;@50@;@84,982
"8501408002"@;@325@;@@;@27 915@;@27 915@;@27 661@;@255@;@@;@@;@27 985@;@1,15@;@0,25@;@10 000@;@100@;@2@;@100@;@100@;@0@;@50@;@28,01
"8501408009"@;@7 120 417@;@5 453@;@31 724@;@31 724@;@31 215@;@509@;@@;@@;@7 146 179@;@99,56@;@99,56@;@8 320,8541@;@83,21@;@2@;@100@;@100@;@0@;@50@;@84,736
"8501510000"@;@@;@@;@176 778@;@180 659@;@160 510@;@16 268@;@@;@@;@160 510@;@@;@-10,14@;@@;@0@;@6@;@70@;@97,85@;@2,15@;@50@;@7,672
"8501510001"@;@590 178@;@1 892@;@504 420@;@755 310@;@504 420@;@@;@4@;@56,44@;@1 092 706@;@53,92@;@53,84@;@2 409,4759@;@24,09@;@3@;@100@;@66,78@;@33,22@;@0@;@49,236
"8501510009"@;@536 774@;@29 337@;@30 779@;@30 779@;@30 779@;@@;@8@;@63,32@;@538 216@;@94,58@;@94,28@;@1 709,5915@;@17,1@;@1@;@100@;@100@;@0@;@0@;@69,288
"8501522000"@;@@;@@;@5 488 337@;@5 592 751@;@4 081 026@;@137 345@;@@;@@;@4 081 026@;@@;@-34,48@;@@;@0@;@9@;@70@;@98,13@;@1,87@;@50@;@2,804
"8501522001"@;@1 530 857@;@164 140@;@571 457@;@604 753@;@541 136@;@31 901@;@5@;@61,06@;@1 906 273@;@72,82@;@70,02@;@2 889,0842@;@28,89@;@4@;@70@;@94,49@;@5,51@;@0@;@55,032
"8501522009"@;@5 451 583@;@4 530@;@380 739@;@693 189@;@380 739@;@@;@27@;@62,54@;@5 827 792@;@93,47@;@93,47@;@2 582,4047@;@25,82@;@3@;@100@;@54,93@;@45,07@;@0@;@74,482
"8501523000"@;@5 532 722@;@9 014@;@712 761@;@1 151 095@;@630 441@;@82 320@;@4@;@60,19@;@6 154 149@;@88,59@;@88,42@;@4 169,1057@;@41,69@;@9@;@70@;@61,92@;@38,08@;@0@;@70,22
"8501529001"@;@18 222@;@@;@785 305@;@799 496@;@784 115@;@1 190@;@@;@@;@802 337@;@2,27@;@2,12@;@10 000@;@100@;@4@;@70@;@98,23@;@1,77@;@50@;@26,032
"8501529002"@;@641 422@;@@;@596 204@;@1 081 807@;@587 796@;@8 408@;@17@;@70,94@;@1 229 218@;@51,83@;@51,5@;@9 170,7738@;@91,71@;@4@;@70@;@55,11@;@44,89@;@0@;@56,332
"8501529009"@;@1 870 953@;@16 000@;@859 464@;@1 585 409@;@806 673@;@52 791@;@39@;@61,95@;@2 661 626@;@68,52@;@67,71@;@3 688,0363@;@36,88@;@7@;@70@;@54,21@;@45,79@;@0@;@58,05
"8501535000"@;@6 783 462@;@92 175@;@22 971 510@;@28 041 540@;@22 745 458@;@1 596 044@;@@;@@;@28 158 928@;@22,8@;@18,42@;@8 149,5247@;@81,5@;@6@;@70@;@81,92@;@18,08@;@50@;@36,304
"8501538100"@;@3 382 717@;@2 525@;@905 713@;@1 463 922@;@842 318@;@69 004@;@5@;@58,95@;@4 216 901@;@78,88@;@78,52@;@1 796,7479@;@17,97@;@9@;@70@;@61,87@;@38,13@;@0@;@60,756
"8501539400"@;@8 699 373@;@@;@2 090 069@;@2 681 112@;@1 996 088@;@93 981@;@16@;@67,57@;@10 695 461@;@80,63@;@80,46@;@4 932,3794@;@49,32@;@6@;@70@;@77,96@;@22,04@;@0@;@64,944
"8501539900"@;@3 788 101@;@@;@937 695@;@1 283 471@;@858 013@;@118 172@;@5@;@52,35@;@4 607 624@;@80,16@;@79,65@;@6 105,4277@;@61,05@;@5@;@70@;@73,06@;@26,94@;@0@;@66,894
"8501612000"@;@@;@@;@404 645@;@411 503@;@404 645@;@@;@@;@@;@404 645@;@@;@0@;@@;@0@;@1@;@100@;@98,33@;@1,67@;@50@;@12,7
"8501613000"@;@6 046@;@@;@3 178@;@3 178@;@3 178@;@@;@@;@@;@9 224@;@65,55@;@65,55@;@5 000,2178@;@50@;@2@;@100@;@100@;@0@;@50@;@59,33
"8501617000"@;@515 969@;@@;@1 437@;@1 437@;@874@;@563@;@@;@@;@516 843@;@99,72@;@99,72@;@3 467,6697@;@34,68@;@2@;@100@;@100@;@0@;@50@;@77,532
"8501618000"@;@@;@@;@20 693@;@21 694@;@19 857@;@836@;@@;@@;@19 857@;@@;@-4,21@;@@;@0@;@2@;@100@;@95,39@;@4,61@;@50@;@12,158
"8501620000"@;@291 361@;@@;@406 261@;@406 261@;@404 236@;@2 024@;@@;@@;@695 598@;@41,76@;@41,6@;@3 865,8483@;@38,66@;@2@;@100@;@100@;@0@;@50@;@43,324
"8501630000"@;@395 952@;@@;@1 145 748@;@1 257 528@;@1 145 748@;@101 035@;@@;@@;@1 440 665@;@25,68@;@20,47@;@6 857,0445@;@68,57@;@1@;@100@;@91,11@;@8,89@;@50@;@38,066
"8501640000"@;@16 086 264@;@99 399@;@59 725@;@59 725@;@59 725@;@@;@1@;@66,83@;@16 046 590@;@99,63@;@99,63@;@4 093,0178@;@40,93@;@1@;@100@;@100@;@0@;@0@;@75,878
"8501710000"@;@2 462@;@@;@15 800@;@16 327@;@15 800@;@@;@1@;@31,5@;@18 262@;@13,48@;@13,48@;@10 000@;@100@;@1@;@100@;@96,77@;@3,23@;@0@;@33,388
"8501720000"@;@421 098@;@150@;@80 158@;@80 158@;@79 236@;@922@;@10@;@33,4@;@500 184@;@84,01@;@83,97@;@7 424,0702@;@74,24@;@3@;@100@;@100@;@0@;@0@;@71,498
"8501800000"@;@10 037 441@;@506 977@;@8 573 415@;@8 707 401@;@8 573 415@;@8 121@;@178@;@33,31@;@18 095 758@;@53,93@;@52,62@;@2 998,1652@;@29,98@;@16@;@40@;@98,46@;@1,54@;@0@;@40,796
"8502112000"@;@281 321@;@1 600@;@2 784@;@2 784@;@2 784@;@@;@@;@@;@282 505@;@99,02@;@99,01@;@5 309,1393@;@53,09@;@1@;@100@;@100@;@0@;@50@;@79,91
"8502118000"@;@7 636 425@;@48 058@;@25 492@;@25 492@;@25 492@;@@;@@;@@;@7 613 859@;@99,67@;@99,67@;@5 456,1389@;@54,56@;@2@;@100@;@100@;@0@;@50@;@80,502
"8502120000"@;@10 327 033@;@185 244@;@39 712@;@39 712@;@39 712@;@@;@@;@@;@10 181 501@;@99,62@;@99,61@;@3 336,3357@;@33,36@;@2@;@100@;@100@;@0@;@50@;@77,27
